"ID","AcceptedTaxonID","Genus","SubGenusName","SpeciesEpithet","AuthorString","InfraSpeciesEpithet","InfraSpeciesMarker","InfraSpeciesAuthorString","GSDNameStatus","Sp2000NameStatus","GSDNameGUID"
"Neu-Syn-37582,"Neu-3511","Corydalus",,"armigerus","Hagen, 1861",,,,"","Synonym",""
"Neu-Syn-37592,"Neu-3511","Corydalus",,"vetulus","Hagen, 1861",,,,"","Synonym",""
"Neu-Syn-37602,"Neu-216","Corydalus",,"lividus","Hagen, 1861",,,,"","Synonym",""
"Neu-Syn-37622,"Neu-135","Corydalus",,"ancillus","Hagen, 1861",,,,"","Synonym",""
"Neu-Syn-37642,"Neu-9030","Corydalus",,"vetustus","Hagen, 1862",,,,"","Synonym",""
"Neu-Syn-37712,"Neu-6789","Cosina",,"neozelandica","Navás, 1912",,,,"","Synonym",""
"Neu-Syn-37732,"Neu-2821","Costachillea",,"saharica","(Esben-Petersen, 1920)",,,,"","Synonym",""
"Neu-Syn-37742,"Neu-6859","Costachillea",,"eatoni","(McLachlan, 1898)",,,,"","Synonym",""
"Neu-Syn-37752,"Neu-6859","Costachillea",,"barbara","Navás, 1929",,,,"","Synonym",""
"Neu-Syn-37762,"Neu-2821","Costachillea",,"werneri","Esben-Petersen, 1931",,,,"","Synonym",""
"Neu-Syn-37792,"Neu-4320","Creagris",,"inclita","Péringuey, 1910",,,,"","Synonym",""
"Neu-Syn-37802,"Neu-5039","Creagris",,"angustipennis","Péringuey, 1910",,,,"","Synonym",""
"Neu-Syn-37812,"Neu-1810","Creagris",,"antennata","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-37822,"Neu-9004","Creagris",,"bechuana","Péringuey, 1910",,,,"","Synonym",""
"Neu-Syn-37832,"Neu-6403","Creagris",,"cinerascens","Navás, 1912",,,,"","Synonym",""
"Neu-Syn-37842,"Neu-4434","Creagris",,"cinnamomea","Navás, 1913",,,,"","Synonym",""
"Neu-Syn-37852,"Neu-2124","Creagris",,"decussata","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-37862,"Neu-4320","Creagris",,"diana","Kolbe, 1897",,,,"","Synonym",""
"Neu-Syn-37872,"Neu-607","Creagris",,"infirma","Navás, 1912",,,,"","Synonym",""
"Neu-Syn-37882,"Neu-5906","Creagris",,"interrupta","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-37892,"Neu-6029","Creagris",,"junodi","Esben-Petersen, 1916",,,,"","Synonym",""
"Neu-Syn-37902,"Neu-5378","Creagris",,"limpida","Kolbe, 1897",,,,"","Synonym",""
"Neu-Syn-37912,"Neu-7725","Creagris",,"litterata","Navás, 1908",,,,"","Synonym",""
"Neu-Syn-37922,"Neu-1261","Creagris",,"littorea","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-37932,"Neu-1270","Creagris",,"loanguana","Navás, 1913",,,,"","Synonym",""
"Neu-Syn-37942,"Neu-1624","Creagris",,"mashuna","Péringuey, 1910",,,,"","Synonym",""
"Neu-Syn-37952,"Neu-368","Creagris",,"matsuokae","Okamoto, 1910",,,,"","Synonym",""
"Neu-Syn-37962,"Neu-1810","Creagris",,"neurasthenica","Navás, 1913",,,,"","Synonym",""
"Neu-Syn-37972,"Neu-607","Creagris",,"nigrostrigata","McLachlan, 1867",,,,"","Synonym",""
"Neu-Syn-37982,"Neu-368","Creagris",,"nubecula","Gerstaecker, 1885",,,,"","Synonym",""
"Neu-Syn-37992,"Neu-6029","Creagris",,"nubifera","Kolbe, 1897",,,,"","Synonym",""
"Neu-Syn-38002,"Neu-5285","Creagris",,"damarina","Péringuey, 1910",,,,"","Synonym",""
"Neu-Syn-38012,"Neu-2170","Creagris",,"parallela","Banks, 1911",,,,"","Synonym",""
"Neu-Syn-38022,"Neu-6403","Creagris",,"parallela","Klapálek, 1911",,,,"","Synonym",""
"Neu-Syn-38032,"Neu-4620","Creagris",,"pauperata","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-38042,"Neu-607","Creagris",,"plagata","Navás, 1912",,,,"","Synonym",""
"Neu-Syn-38052,"Neu-6688","Creagris",,"plumbea","(Olivier, 1811)",,,,"","Synonym",""
"Neu-Syn-38062,"Neu-8175","Creagris",,"pretiosa","Banks, 1911",,,,"","Synonym",""
"Neu-Syn-38072,"Neu-6029","Creagris",,"proxima","Péringuey, 1910",,,,"","Synonym",""
"Neu-Syn-38082,"Neu-7725","Creagris",,"pseudoplumbea","Péringuey, 1910",,,,"","Synonym",""
"Neu-Syn-38092,"Neu-6403","Creagris",,"surcoufi","Navás, 1912",,,,"","Synonym",""
"Neu-Syn-38102,"Neu-2620","Creagris",,"venosa","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-38112,"Neu-5039","Creagris",,"latens","Navás, 1911",,,,"","Synonym",""
"Neu-Syn-38122,"Neu-5981","Creagris",,"tenuata","Fraser, 1951",,,,"","Synonym",""
"Neu-Syn-38162,"Neu-4650","Creoleon",,"alternus","Navás, 1933",,,,"","Synonym",""
"Neu-Syn-38172,"Neu-5039","Creoleon",,"angustipennis","(Péringuey, 1910)",,,,"","Synonym",""
"Neu-Syn-38182,"Neu-1810","Creoleon",,"antennatus","(Navás, 1914)",,,,"","Synonym",""
"Neu-Syn-38192,"Neu-1810","Creoleon",,"arenosus","Navás, 1934",,,,"","Synonym",""
"Neu-Syn-38202,"Neu-9004","Creoleon",,"bechuanus","(Péringuey, 1910)",,,,"","Synonym",""
"Neu-Syn-38352,"Neu-6970","Creoleon",,"gracilis","(Klug in Ehrenberg, 1834)",,,,"","Synonym",""
"Neu-Syn-38382,"Neu-1810","Creoleon",,"indigus","Navás, 1926",,,,"","Synonym",""
"Neu-Syn-38392,"Neu-607","Creoleon",,"infirmus","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-38412,"Neu-6029","Creoleon",,"junodi","(Esben-Petersen, 1916)",,,,"","Synonym",""
"Neu-Syn-38422,"Neu-6403","Creoleon",,"klugi","Navás, 1926",,,,"","Synonym",""
"Neu-Syn-38432,"Neu-9246","Creoleon",,"lanceolatus","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-38462,"Neu-7725","Creoleon",,"litteratus","(Navás, 1908)",,,,"","Synonym",""
"Neu-Syn-38522,"Neu-368","Creoleon",,"matsuokae","(Okamoto, 1910)",,,,"","Synonym",""
"Neu-Syn-38552,"Neu-6688","Creoleon",,"murinus","(Klug in Ehrenberg, 1834)",,,,"","Synonym",""
"Neu-Syn-38602,"Neu-607","Creoleon",,"nigrostrigatus","(McLachlan, 1867)",,,,"","Synonym",""
"Neu-Syn-38632,"Neu-6403","Creoleon",,"parallelus","(Klapálek, 1911)",,,,"","Synonym",""
"Neu-Syn-38662,"Neu-607","Creoleon",,"pervigil","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-38672,"Neu-607","Creoleon",,"plagatus","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-38702,"Neu-6029","Creoleon",,"proximus","(Péringuey, 1910)",,,,"","Synonym",""
"Neu-Syn-38712,"Neu-7725","Creoleon",,"pseudoplumbeus","(Péringuey, 1910)",,,,"","Synonym",""
"Neu-Syn-38732,"Neu-2881","Creoleon",,"submaculosus","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-38742,"Neu-6403","Creoleon",,"surcoufi","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-38752,"Neu-6688","Creoleon",,"tabidus","(Eversmann, 1841)",,,,"","Synonym",""
"Neu-Syn-38782,"Neu-2881","Creoleon",,"v-nigrum","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-38792,"Neu-6690","Creoleon",,"sedulus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-38892,"Neu-111","Creoleon",,"clarus","Hölzel & Ohm, 1991",,,,"","Synonym",""
"Neu-Syn-38912,"Neu-5897","Creoleon",,"pallidus","Fraser, 1950",,,,"","Synonym",""
"Neu-Syn-38932,"Neu-8954","Cretinocellia",,"bontsaganensis","Ponomarenko, 1988",,,,"","Synonym",""
"Neu-Syn-38952,"Neu-9529","Croce",,"attenuata","Froggatt, 1905",,,,"","Synonym",""
"Neu-Syn-38962,"Neu-9530","Croce",,"longipennis","Navás, 1910",,,,"","Synonym",""
"Neu-Syn-38972,"Neu-8255","Croce",,"mira","McKeown, 1939",,,,"","Synonym",""
"Neu-Syn-38992,"Neu-8108","Croce",,"klugi","Navás, 1932",,,,"","Synonym",""
"Neu-Syn-39012,"Neu-8874","Croce",,"braueri","Navás, 1910",,,,"","Synonym",""
"Neu-Syn-39032,"Neu-9424","Croce",,"zarudnyi","Alexandrov-Martynov, 1930",,,,"","Synonym",""
"Neu-Syn-39042,"Neu-3796","Croce",,"baudii","(Griffini, 1895)",,,,"","Synonym",""
"Neu-Syn-39052,"Neu-6600","Croce",,"chobauti","McLachlan, 1898",,,,"","Synonym",""
"Neu-Syn-39062,"Neu-8783","Croce",,"harterti","(Navás, 1913)",,,,"","Synonym",""
"Neu-Syn-39072,"Neu-8783","Croce",,"ougartae","Pierre, 1952",,,,"","Synonym",""
"Neu-Syn-39082,"Neu-5275","Croce",,"necrosia","Navás, 1913",,,,"","Synonym",""
"Neu-Syn-39092,"Neu-9020","Croce",,"damarae","McLachlan, 1898",,,,"","Synonym",""
"Neu-Syn-39102,"Neu-2819","Croce",,"lawi","Navás, 1913",,,,"","Synonym",""
"Neu-Syn-39112,"Neu-2819","Croce",,"lightfooti","Péringuey, 1910",,,,"","Synonym",""
"Neu-Syn-39202,"Neu-3352","Ctenochauliodes",,"forcipatus","Kimmins, 1954",,,,"","Synonym",""
"Neu-Syn-39212,"Neu-3352","Ctenochauliodes",,"friedrichi","Navás, 1932",,,,"","Synonym",""
"Neu-Syn-39292,"Neu-4734","Cueta",,"albanica","Capra, 1945",,,,"","Synonym",""
"Neu-Syn-39362,"Neu-9004","Cueta",,"damarensis","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-39382,"Neu-9181","Cueta",,"duplicata","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-39462,"Neu-9181","Cueta",,"hugeli","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-39492,"Neu-9004","Cueta",,"infima","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-39502,"Neu-10142","Cueta",,"klugi","Hölzel, 1982",,,,"","Synonym",""
"Neu-Syn-39572,"Neu-9323","Cueta",,"natti","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-39622,"Neu-9181","Cueta",,"plicata","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-39722,"Neu-9323","Cueta",,"trilineata","Navás, 1911",,,,"","Synonym",""
"Neu-Syn-39742,"Neu-8450","Cueta",,"tunetana","(Navás, 1930)",,,,"","Synonym",""
"Neu-Syn-39752,"Neu-8450","Cueta",,"erythraea","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-39762,"Neu-10142","Cueta",,"rimata","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-39782,"Neu-8450","Cueta",,"abyssinica","(Klapálek, 1911)",,,,"","Synonym",""
"Neu-Syn-39802,"Neu-9323","Cueta",,"morosa","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-39832,"Neu-9323","Cueta",,"ulianini","(McLachlan in Fedchenko, 1875)",,,,"","Synonym",""
"Neu-Syn-39852,"Neu-9323","Cueta",,"syriaca","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-39902,"Neu-4734","Cueta",,"beieri","Hölzel, 1969",,,,"","Synonym",""
"Neu-Syn-40122,"Neu-1398","Cunctochrysa",,"bellifontensis","Leraut, 1988",,,,"","Synonym",""
"Neu-Syn-40172,"Neu-7048","Cymothales",,"hermosus","Banks, 1920",,,,"","Synonym",""
"Neu-Syn-40202,"Neu-2859","Cymothales",,"berlandi","Navás, 1924",,,,"","Synonym",""
"Neu-Syn-40262,"Neu-2648","Cymothales",,"regalis","Navás, 1931",,,,"","Synonym",""
"Neu-Syn-40292,"Neu-8192","Cymothales",,"annisancti","Navás, 1926",,,,"","Synonym",""
"Neu-Syn-40392,"Neu-8382","Dallus",,"quarrei","Navás, 1932",,,,"","Synonym",""
"Neu-Syn-40402,"Neu-6481","Dasypteryx",,"graeca","Stein, 1863",,,,"","Synonym",""
"Neu-Syn-40412,"Neu-3003","Deasia",,"parthenia","Navás & Marcet, 1910",,,,"","Synonym",""
"Neu-Syn-40432,"Neu-8735","Dejuna",,"angusta","Navás, 1924",,,,"","Synonym",""
"Neu-Syn-40492,"Neu-7024","Delfimeus",,"dancalicus","(Navás, 1931)",,,,"","Synonym",""
"Neu-Syn-40502,"Neu-7024","Delfimeus",,"irroratus","(Navás, 1931)",,,,"","Synonym",""
"Neu-Syn-40512,"Neu-7026","Delfimeus",,"pallidus","(Banks, 1939)",,,,"","Synonym",""
"Neu-Syn-40532,"Neu-8816","Delfimeus",,"signatus","(Navás, 1917)",,,,"","Synonym",""
"Neu-Syn-40552,"Neu-6810","Delfimeus",,"extorris","(Navás, 1914)",,,,"","Synonym",""
"Neu-Syn-40562,"Neu-6810","Delfimeus",,"innocuus","(Navás, 1932)",,,,"","Synonym",""
"Neu-Syn-40582,"Neu-6810","Delfimeus",,"proficuus","(Navás, 1932)",,,,"","Synonym",""
"Neu-Syn-40592,"Neu-6810","Delfimeus",,"clarus","(Navás, 1914)",,,,"","Synonym",""
"Neu-Syn-40612,"Neu-6810","Delfimeus",,"sobrius","(Navás, 1914)",,,,"","Synonym",""
"Neu-Syn-40682,"Neu-7020","Dendroleon",,"lambda","Tillyard, 1916",,,,"","Synonym",""
"Neu-Syn-40692,"Neu-3331","Dendroleon",,"parabolicus","Navás, 1933",,,,"","Synonym",""
"Neu-Syn-40712,"Neu-5932","Dendroleon",,"jezoensis","Okamoto, 1910",,,,"","Synonym",""
"Neu-Syn-40762,"Neu-6676","Dendroleon",,"sumatranus","Banks, 1918",,,,"","Synonym",""
"Neu-Syn-40782,"Neu-3096","Dendroleon",,"tristrigatus","(Fraser, 1951)",,,,"","Synonym",""
"Neu-Syn-40792,"Neu-8736","Dendroleon",,"insolitus","Banks, 1940",,,,"","Synonym",""
"Neu-Syn-40812,"Neu-3331","Dendroleon",,"floridus","(Navás, 1913)",,,,"","Synonym",""
"Neu-Syn-40882,"Neu-8242","Dendroleon",,"angulineurus","C.-k. Yang, 1987",,,,"","Synonym",""
"Neu-Syn-40892,"Neu-457","Dendroleon",,"decorosus","C.-k. Yang et al. in Huang et al., 1988",,,,"","Synonym",""
"Neu-Syn-40932,"Neu-16784","Deutoleon",,"turanicus","Navás, 1927",,,,"","Synonym",""
"Neu-Syn-40942,"Neu-8455","Deutoleon",,"sibiricus","(Fischer von Waldheim, 1822)",,,,"","Synonym",""
"Neu-Syn-40952,"Neu-3307","Diazus",,"clavatus","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-40962,"Neu-1380","Dicholeon",,"nigritarsis","Navás, 1920",,,,"","Synonym",""
"Neu-Syn-41112,"Neu-6538","Dictyobiella",,"nervosa","Tillyard, 1937",,,,"","Synonym",""
"Neu-Syn-41182,"Neu-3546","Dictyosmylus",,"lunatus","Navás, 1910",,,,"","Synonym",""
"Neu-Syn-41212,"Neu-3796","Dielocroce",,"afghana","Hölzel, 1968",,,,"","Synonym",""
"Neu-Syn-41372,"Neu-4992","Dilar",,"annandalei","(Nakahara, 1963)",,,,"","Synonym",""
"Neu-Syn-41402,"Neu-6652","Dilar",,"budtzi","Esben-Petersen, 1913",,,,"","Synonym",""
"Neu-Syn-41422,"Neu-6729","Dilar",,"kolbei","Navás, 1909",,,,"","Synonym",""
"Neu-Syn-41432,"Neu-6729","Dilar",,"nepos","Navás, 1909",,,,"","Synonym",""
"Neu-Syn-41442,"Neu-2204","Dilar",,"distinctus","Nakahara, 1955",,,,"","Synonym",""
"Neu-Syn-41462,"Neu-5540","Dilar",,"harmandi","(Navás, 1909)",,,,"","Synonym",""
"Neu-Syn-41482,"Neu-2204","Dilar",,"kanoi","(Nakahara, 1955)",,,,"","Synonym",""
"Neu-Syn-41512,"Neu-80","Dilar",,"pictus","Navás, 1903",,,,"","Synonym",""
"Neu-Syn-41522,"Neu-80","Dilar",,"mateui","Réal, 1968",,,,"","Synonym",""
"Neu-Syn-41552,"Neu-7478","Dilar",,"nohirae","Nakahara, 1914",,,,"","Synonym",""
"Neu-Syn-41562,"Neu-1936","Dilar",,"pallidus","Nakahara, 1955",,,,"","Synonym",""
"Neu-Syn-41602,"Neu-5029","Dilar",,"campestris","Navás, 1903",,,,"","Synonym",""
"Neu-Syn-41612,"Neu-814","Dilar",,"septentrionalis","Navás, 1912",,,,"","Synonym",""
"Neu-Syn-41622,"Neu-5559","Dilar",,"sinicus","Nakahara, 1957",,,,"","Synonym",""
"Neu-Syn-41652,"Neu-2204","Dilar",,"taiwanensis","Banks, 1937",,,,"","Synonym",""
"Neu-Syn-41672,"Neu-3763","Dilar",,"corcyraeus","Navás, 1909",,,,"","Synonym",""
"Neu-Syn-41682,"Neu-3950","Dilar",,"americanus","McLachlan, 1881",,,,"","Synonym",""
"Neu-Syn-41692,"Neu-1050","Dilar",,"hermosa","Banks, 1913",,,,"","Synonym",""
"Neu-Syn-41702,"Neu-7978","Dilar",,"prestoni","McLachlan, 1880",,,,"","Synonym",""
"Neu-Syn-41762,"Neu-9692","Dilar",,"geometroides","H. Aspöck & U. Aspöck, 1968",,,,"","Synonym",""
"Neu-Syn-41782,"Neu-8687","Dilar",,"pusillus","C.-k. Yang, 1992",,,,"","Synonym",""
"Neu-Syn-41792,"Neu-8687","Dilar",,"pumilus","C.-k. Yang et al. in Huang et al., 1988",,,,"","Synonym",""
"Neu-Syn-41832,"Neu-2428","Dilar",,"megalopterus","C.-k. Yang, 1986",,,,"","Synonym",""
"Neu-Syn-41842,"Neu-6724","Dilar",,"yunnanus","C.-k. Yang, 1986",,,,"","Synonym",""
"Neu-Syn-41852,"Neu-6725","Dilar",,"dongchuanus","C.-k. Yang, 1986",,,,"","Synonym",""
"Neu-Syn-41862,"Neu-5649","Dilar",,"montanus","C.-k. Yang, 1992",,,,"","Synonym",""
"Neu-Syn-41872,"Neu-5649","Dilar",,"wangi","C.-k. Yang, 1992",,,,"","Synonym",""
"Neu-Syn-41882,"Neu-8687","Dilar",,"tibetanus","C.-k. Yang, 1987",,,,"","Synonym",""
"Neu-Syn-41892,"Neu-9692","Dilar",,"aspersus","C.-k. Yang et al. in Huang et al., 1988",,,,"","Synonym",""
"Neu-Syn-41922,"Neu-7709","Dilar","Nallachius","pulchellus","Banks, 1938",,,,"","Synonym",""
"Neu-Syn-41962,"Neu-2846","Dimarella",,"campestris","(Navás, 1930)",,,,"","Synonym",""
"Neu-Syn-41972,"Neu-5622","Dimarella",,"garciai","(Navás, 1932)",,,,"","Synonym",""
"Neu-Syn-41982,"Neu-9322","Dimarella",,"martinsi","(Navás, 1915)",,,,"","Synonym",""
"Neu-Syn-41992,"Neu-6634","Dimarella",,"menkei","Stange, 1963",,,,"","Synonym",""
"Neu-Syn-42002,"Neu-9322","Dimarella",,"praedator","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-42012,"Neu-2174","Dimarella",,"psammophila","Stange, 1963",,,,"","Synonym",""
"Neu-Syn-42022,"Neu-2175","Dimarella",,"riparia","(Navás, 1918)",,,,"","Synonym",""
"Neu-Syn-42032,"Neu-2175","Dimarella",,"pallida","Navás, 1933",,,,"","Synonym",""
"Neu-Syn-42042,"Neu-9322","Dimarella",,"silvatica","(Navás, 1918)",,,,"","Synonym",""
"Neu-Syn-42052,"Neu-2673","Dimarella",,"tarsalis","(Guilding, 1829)",,,,"","Synonym",""
"Neu-Syn-42062,"Neu-668","Dimarella",,"alvarengai","(Stange, 1970)",,,,"","Synonym",""
"Neu-Syn-42072,"Neu-1540","Dimarella",,"effera","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-42082,"Neu-2846","Dimarella",,"angusta","(Banks, 1908)",,,,"","Synonym",""
"Neu-Syn-42092,"Neu-5157","Dimarella","Brasileon","amazonica","Stange in Miller & Stange, 1989",,,,"","Synonym",""
"Neu-Syn-42102,"Neu-6454","Dimarella","Brasileon","pennyi","Miller in Miller & Stange, 1989",,,,"","Synonym",""
"Neu-Syn-42182,"Neu-4221","Dimares",,"amoenus","Navás, 1913",,,,"","Synonym",""
"Neu-Syn-42192,"Neu-4221","Dimares",,"bellulus","Banks, 1908",,,,"","Synonym",""
"Neu-Syn-42202,"Neu-5560","Dimares",,"decorus","Navás, 1913",,,,"","Synonym",""
"Neu-Syn-42222,"Neu-3271","Dimares",,"erythrostigma","Navás, 1914",,,,"","Synonym",""
"Neu-Syn-42232,"Neu-3271","Dimares",,"hageni","Banks, 1920",,,,"","Synonym",""
"Neu-Syn-42242,"Neu-5560","Dimares",,"formosus","Banks, 1908",,,,"","Synonym",""
"Neu-Syn-42252,"Neu-5832","Dimares",,"pretiosus","Banks, 1909",,,,"","Synonym",""
"Neu-Syn-42262,"Neu-5560","Dimares",,"subdolus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-42272,"Neu-5560","Dimares",,"nummatus","Navás, 1912",,,,"","Synonym",""
"Neu-Syn-42282,"Neu-5560","Dimares",,"venustus","Banks, 1908",,,,"","Synonym",""
"Neu-Syn-42292,"Neu-7737","Dimares",,"illustris","Navás, 1912",,,,"","Synonym",""
"Neu-Syn-42412,"Neu-1019","Disparomitus",,"neavei","Kimmins, 1949",,,,"","Synonym",""
"Neu-Syn-42482,"Neu-9395","Formicaleo",,"polymitus","Navás, 1913",,,,"","Synonym",""
"Neu-Syn-42492,"Neu-9395","Distoleon",,"verticalis","Banks, 1910",,,,"","Synonym",""
"Neu-Syn-42502,"Neu-9395","Distoleon",,"peterseni","Navás, 1935",,,,"","Synonym",""
"Neu-Syn-42522,"Neu-5704","Distoleon",,"nigrosignatus","Tillyard, 1916",,,,"","Synonym",""
"Neu-Syn-42542,"Neu-9556","Distoleon",,"alienus","(Navás, 1913)",,,,"","Synonym",""
"Neu-Syn-42562,"Neu-3779","Distoleon",,"atomarius","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-42662,"Neu-5000","Distoleon",,"cuigneti","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-42702,"Neu-5000","Distoleon",,"divisus","(Navás, 1913)",,,,"","Synonym",""
"Neu-Syn-42712,"Neu-5995","Distoleon",,"ephemerinus","(Gerstaecker, 1894)",,,,"","Synonym",""
"Neu-Syn-42722,"Neu-4500","Distoleon",,"esakii","(Nakahara, 1913)",,,,"","Synonym",""
"Neu-Syn-42742,"Neu-8653","Distoleon",,"feai","(Navás, 1915)",,,,"","Synonym",""
"Neu-Syn-42752,"Neu-951","Distoleon",,"fictus","(Navás, 1913)",,,,"","Synonym",""
"Neu-Syn-42772,"Neu-7897","Distoleon",,"gafsanus","(Navás, 1921)",,,,"","Synonym",""
"Neu-Syn-42782,"Neu-7646","Distoleon",,"guttifer","(Navás, 1924)",,,,"","Synonym",""
"Neu-Syn-42812,"Neu-7646","Distoleon",,"hesione","(Banks, 1911)",,,,"","Synonym",""
"Neu-Syn-42822,"Neu-7647","Distoleon",,"idoneus","(Banks, 1911)",,,,"","Synonym",""
"Neu-Syn-42842,"Neu-8156","Distoleon",,"inaequalis","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-42872,"Neu-2820","Distoleon",,"iniquus","(Navás, 1914)",,,,"","Synonym",""
"Neu-Syn-42882,"Neu-7198","Distoleon",,"insidiosus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-42952,"Neu-1538","Distoleon",,"leucospilos","(Hagen, 1853)",,,,"","Synonym",""
"Neu-Syn-42972,"Neu-5759","Distoleon",,"lituratus","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-42992,"Neu-7646","Distoleon",,"lynx","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-43002,"Neu-6416","Distoleon",,"madagascariensis","(van der Weele, 1909)",,,,"","Synonym",""
"Neu-Syn-43012,"Neu-6417","Distoleon",,"majungalensis","(Esben-Petersen, 1916)",,,,"","Synonym",""
"Neu-Syn-43052,"Neu-7777","Distoleon",,"mesmini","(Navás, 1921)",,,,"","Synonym",""
"Neu-Syn-43082,"Neu-3779","Distoleon",,"natalicus","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-43142,"Neu-6690","Distoleon",,"perfidus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-43152,"Neu-6581","Distoleon",,"periculosus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-43162,"Neu-7070","Distoleon",,"perjurus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-43172,"Neu-4408","Distoleon",,"perlatus","(Gerstaecker, 1885)",,,,"","Synonym",""
"Neu-Syn-43242,"Neu-3779","Distoleon",,"pulverulentus","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-43262,"Neu-6568","Distoleon",,"quinquemaculatus","(Hagen, 1853)",,,,"","Synonym",""
"Neu-Syn-43292,"Neu-1262","Distoleon",,"sanguinolentus","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-43302,"Neu-4551","Distoleon",,"schaedleri","(van der Weele, 1909)",,,,"","Synonym",""
"Neu-Syn-43412,"Neu-7070","Distoleon",,"violentus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-43472,"Neu-1538","Distoleon",,"lethalis","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-43582,"Neu-7777","Distoleon",,"rapax","(Olivier, 1811)",,,,"","Synonym",""
"Neu-Syn-43722,"Neu-539","Dobla",,"genini","(Navás, 1924)",,,,"","Synonym",""
"Neu-Syn-43732,"Neu-539","Dobla",,"arcuata","Navás, 1927",,,,"","Synonym",""
"Neu-Syn-43752,"Neu-4206","Doeringia",,"christel","Navás, 1925",,,,"","Synonym",""
"Neu-Syn-43762,"Neu-7778","Dolicholeon",,"burmanus","Navás, 1931",,,,"","Synonym",""
"Neu-Syn-43772,"Neu-6830","Dolicholeon",,"ghesquierinus","Navás, 1932",,,,"","Synonym",""
"Neu-Syn-43782,"Neu-1686","Dolicholeon",,"rhegmalis","Navás, 1931",,,,"","Synonym",""
"Neu-Syn-43792,"Neu-6074","Dolicholeon",,"substigmalis","(Navás, 1917)",,,,"","Synonym",""
"Neu-Syn-43822,"Neu-3236","Domenechus",,"sigillatus","Navás, 1913",,,,"","Synonym",""
"Neu-Syn-43912,"Neu-594","Drepanacra",,"hardyi","Tillyard, 1916",,,,"","Synonym",""
"Neu-Syn-43922,"Neu-594","Drepanacra",,"froggatti","Tillyard, 1916",,,,"","Synonym",""
"Neu-Syn-43932,"Neu-594","Drepanacra",,"norfolkensis","Tillyard, 1917",,,,"","Synonym",""
"Neu-Syn-43952,"Neu-594","Drepanacra",,"humilior","(Hare, 1910)",,,,"","Synonym",""
"Neu-Syn-43972,"Neu-1458","Drepanacrella",,"khasiana","Kimmins, 1940",,,,"","Synonym",""
"Neu-Syn-43982,"Neu-7327","Drepanepteryx",,"iaponica","(Navás, 1924)",,,,"","Synonym",""
"Neu-Syn-43992,"Neu-594","Drepanepteryx",,"binocula","Newman, 1838",,,,"","Synonym",""
"Neu-Syn-44002,"Neu-594","Drepanepteryx",,"humilis","McLachlan, 1863",,,,"","Synonym",""
"Neu-Syn-44012,"Neu-594","Drepanepteryx",,"instabilis","McLachlan, 1863",,,,"","Synonym",""
"Neu-Syn-44042,"Neu-594","Drepanepteryx",,"humilior","Hare, 1910",,,,"","Synonym",""
"Neu-Syn-44052,"Neu-594","Drepanepteryx",,"maori","Hare, 1910",,,,"","Synonym",""
"Neu-Syn-44072,"Neu-2634","Drepanepteryx",,"berothoides","McLachlan, 1869",,,,"","Synonym",""
